id,title,family,product series,processor,100_System,110_Processor,115_Expander,120_System Chipset,121_LAN Chipset,122_Audio Codec,130_System Memory,150_Graphics,160_Ethernet,161_Network,169_Controller Support,170_Storage,171_Driver Bays,172_Enclosure Management,200_BIOS,210_Watchdog Timer,211_Supported OS,220_Cooling,299_Other Features,300_I/O,301_I/O,302_Front I/O,303_Back I/O,304_Universal I/O Slot,305_Expansion,310_Display Output,321_Others,500_Power,501_Power,502_Power Adapter,510_Power Management,520_Power Mode,530_Power Supply Voltage,540_Power Connector,550_Power Protection,700_Environment,701_Environment,710_Operating Temperature,720_Storage Temperature,730_Relative Humidity,732_IP Level,734_Certification,736_Vibration,737_Shock,738_Warranty,739_HTS Code,740_ECCN,741_Compliance,800_Physical,810_Dimensions (W x H x D),820_Weights,821_Logistic,830_Construction,840_Mounting Options,resource_Data Sheet,resource_BIOS,resource_Firmware,resource_MFG file,resource_User's Manual,resource_AVL,resource_Product Brief,resource_Install Guide
757435072577,OSS224-D5,server,omnistreams-intel-xeon-scalable-processor,Intel,System,Supports Dual Intel® Xeon® SP (Skylake) up to 205W TDP socket LGA3647,,Intel® C621 chipset,,,Supports 12x DDR4 RDIMM/LRDIMM (3DS) 2133/2400/2666 MT/s,,,,,36 ports 12Gb/s SAS expander with 3 SFF8643 ports,"24 SAS/SATA 12G/6G tool-less hot-swap 2.5"" bays, 2x internal OS 2.5"" drive bay, Optional 2x Rear tool-less 2.5"" 7mm bays",,,,,3 x 80mm and 2x 40mm easy swap PWM fans,,,,,,,"Supports a total of 7 low profile expansion slots; 4x PCIe3 x16 for 4 GPU cards, 3x PCIe3 x8",,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 26""x19""x3.5"" (DxWxH) Packaging: 17“x25.2""x13.8""(LxWxH) palletized",Gross: 23KG/50lbs Net: 17KG/37.4lbs,,,,OmniStreams-OSS224-D5,Tyan S7100GM2NR,,,,OSS224-D5-AVL,PB_OmniStreams_Intel,OSS224-D5-Quick-Guide-v1
757452963905,OSS316-D5,server,omnistreams-intel-xeon-scalable-processor,Intel,System,Supports Dual Intel® Xeon® SP (Skylake) up to 205W TDP socket LGA3647,,Intel® C621 chipset,,,Supports 12x DDR4 RDIMM/LRDIMM (3DS) 2133/2400/2666 MT/s,,,,,36 ports 12Gb/s SAS expander with 3 SFF8643 ports,"16x SAS/SATA 12G/6G hot -swap 3.5"" drive bays, 2x internal OS 2.5"", Optional 2/4/6/8x rear tool-less 2.5"" 7mm bay",,,,,4x 80mm fans,,,,,,,"Supports a total of 7 low profile expansion slots, 4x PCIe3 x16, 3x PCIe3 x8",,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 26""x19""x5.25"" (DxWxH) Packaging: 36.6“x 24.8""x14.6""(LxWxH)",Gross Weight: 37.5 KG/ 82.5lbs Net 15.9KG/35lbs,,,,Premio-OmniStreams-OSS316-D5,Tyan S7100GM2NR,,,,OSS212L-316-424-D5-AVL,PB_OmniStreams_Intel,OSS316-D5-Quick-Guide-v1
757458370625,OSS424-D5,server,omnistreams-intel-xeon-scalable-processor,Intel,System,Supports Dual Intel® Xeon® SP (Skylake) up to 205W TDP socket LGA3647,,Intel® C621 chipset,,,Supports 16x DDR4 RDIMM/LRDIMM (3DS) 2133/2400/2666 MT/s,,,,,"36 ports, 12Gb/s SAS expander with 3 SFF8643 ports","24 SAS/SATA 12G/6G tray-less 3.5"" drive bays, 2x internal OS 2.5"", Optional 2/8/10x rear tool-less 2.5"" 7mm bays",,,,,3x 120mm fans,,,,,,,"Supports a total of 7 low profile expansion slots, 4x PCIe3 x16, 3x PCIe3 x8",,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 26""x19""x7"" (LxWxH) Packaging: 37“x25.2""x21.6""(LxWxH)",Gross: 37.5KG/82.5lbs Net: 15.9KG/35lbs,,,,Premio-OmniStreams-OSS424-D5,Tyan S7100GM2NR,,,,OSS212L-316-424-D5-AVL,PB_OmniStreams_Intel,OSS424-D5-Quick-Guide-v1
2034785976385,GS206G-UN,server,GridStreams,AMD,System,Supports Single Socket AMD EPYC (Naples) CPU up to 180W TDP socket SP3,,N/A,,,Supports up to 16x DIMMs DDR4 RDIMM/RDIMM/LRDIMM 2666/2400 MHz,"Support up to 6 GPGPU AMD Radeon or NVidia Tesla",,,,,4x 2.5” hot-swap U.2 7mm NVMe drive bays <br>2x internal M.2 NVMe on board,,,,,"4x 80mm fans with Smart Fan Control
<br>10x 40mm fans with Smart Fan Control",,,2x USB 3.0 ports; 1x VGA port(s); 1x COM Port; 2x 1GbE ports; 1x 1GbE MGMT,"Power On/Off switch & LED, Locate switch & LED,
<br>Reset switch, System warning LED, 4x LAN LED",,,"6x PCIe Gen3 x16 Full Height Full Length for
Double Width co-processing GPGPU cards <br>
1x PCIe Gen3 x16 Full Height slot for NIC",,,,1+1 2200W AC/DC high efficiency Platinum redundant power supplies,,,,,,,Environment,,Operating Temperature: 0°C to 35°C<br>Non-Operating Temperature: -20°C to 70°C<br>Humidity: 5% to 95% non-condensing,,,,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",,"System: 31.6”x19”x3.5” (LxWxH)<br>
Packaging: 40”x 24.5”x9”(LxWxH)",Net Weight: 62lbs <br>Gross Weight: 72lbs,,,,DS_GS206G-UN,,,,,,,
3940514136129,FlacheSAN1N36M-UR,server,flachestreams-amd-rome,AMD,System,Supports Single Socket AMD ROME ™ up to 205W TDP socket SP3,,N/A,,,Supports up to 16x DIMMs DDR4 2666/3200 MHz,,,"2x GbE ports, 1x GbE dedicated for IPMI",,x48 lanes PCIe,36x NF1 (M.3) NVMe drive bays or 36x M.2 (2260/2280/22110) NVMe with adapter tray; 2x internal M.2 NVMe for OS drives,,,,"Microsoft Windows Server 64bit 2012/R2, Windows 2016 64bit, Linux RHEL 7.4, SUSE 11 SP4 x64, SUSE 12 SP2 x64, Ubuntu 16.04 x64, Ubuntu 17.04 x64",5x 40mm fans with Smart Fan Control,Dedicated GbE for IPMI 2.0,,"2x USB 3.0 ports; 1x VGA port(s); 1x COM Port;
2x 1GbE ports; 1x 1GbE MGMT","Power On/Off switch & LED, Locate switch & LED,
NMI switch, 2x LAN LED",,,2x PCIe 3.0/4.0 x16; 1x PCIe 3.0/4.0 x16 OCP 2.0 Mezzanine ,,,,1+1 850W AC/DC or -48VDC/DC high efficiency redundant power supplies,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 27.5&quot;x19&quot;x1.75&quot; (LxWxH)
Packaging: 35&quot;x 24.5&quot;x9&quot;(LxWxH)","Gross: 50lbs without drives;
Net: 35lbs without drives",,,,Premio-FlacheSAN1N36M-UR,,,,,,,
3940518658113,FlacheSAN1N10U-UR,server,flachestreams-amd-rome,AMD,System,Supports Single Socket AMD ROME ™ up to 205W TDP socket SP3,,N/A,,,Supports up to 16x DIMMs DDR4 2666/3200 MHz,,,2x 1GbE Broadcom BCM5720; 1x GbE dedicated for IPMI,,,10x 2.5&quot; hot-swap U.2 NVMe drive bays; 2x internal M.2 NVMe for OS drives,,,,"Microsoft Windows Server 64bit 2012.R2, 2016, Linux RHEL 6.9/7.3, SuSE SLES 11/12, Ubuntu 16.04.3 LTS VMWare vSphere 6.5, XenServer 7.0",5x 40mm fans with Smart Fan Control,Dedicated GbE for IPMI 2.0 Aspeed AST2500 support Redfish DMTF RESTful API,,,"Power On/Off switch & LED,  Locate switch & LED, Reset switch, System warning LED, 4x LAN LED",2x USB 3.0 ports; 1x VGA port(s); 1x COM Port; 2x 1GbE ports; 1x 1GbE MGMT,,2x PCIe 3.0/4.0 x16; 1x PCIe 3.0/4.0 x16 OCP 2.0 Mezzanine ,,,,1+1 500W AC/DC or -48VDC/DC high efficiency Platinum redundant power supplies,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 27&quot;x19&quot;x1.75&quot; (LxWxH)
Packaging: 35&quot;x 24.5&quot;x9&quot;(LxWxH)",Gross: 47lbs without drives; Net: 35lbs without drives,,,,Premio-FlacheSAN1N10U-UR,,,,,,,
3940533731393,FlacheSAN2N24U-UR,server,flachestreams-amd-rome,AMD,System,Supports Single Socket AMD ROME ™ up to 205W TDP socket SP3,,N/A,,,Supports up to 16x DIMMs DDR4 2666/3200 MHz,,,"2x GbE RJ45 LAN ports, 1x IPMI Management RJ45 port",,24x 2.5&quot; U.2 NVMe SSD PCIe3 x4,"24x 2.5&quot; front U.2 drive bays, 2x 2.5&quot; internal drive bays and 2x 2.5&quot; 7mm rear hot-swap drive bays",,,,"Windows Server 2016, 2012 R2, RHEL 6.9/7.3, SLES 11.4, Ubuntu 16.04.2 LTS, VMWare ESXi 6.5; For other OS please contact us",4x 80mm high speed fans,,,,"Power On/OFF with LED, reset Switch, NMI switch, Locate Switch with LED, 4xLAN LED, Warning LED 1x USB 3.0",,,Supports 4x full height PCIe3 x16 PCIe slots (Optional: 6x PCIe3 x16 slots),,,,1+1 1200W AC/DC 80 Plus Platinum Redundant PSU ,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 26.5&quot;x19&quot;x3.5&quot; (LxWxH) 
Packaging: 37&quot;x 24&quot;x10&quot;(LxWxH)",Gross: 28KG/61LBS; Net: 25KG/53LBS,,,,Premio-FlacheSAN2N24U-UR,,,,,,,
3940536483905,FlacheSAN4N24M-UR,server,flachestreams-amd-rome,AMD,System,Supports Single Socket AMD ROME ™ up to 205W TDP socket SP3,,N/A,,,Supports up to 16x DIMMs DDR4 2666/3200 MHz,,,"2x GbE ports, 1x GbE dedicated for IPMI",,x48 lanes PCIe,"24x hot-swap M.2 or NF1 NVMe SSD drive bays
2x internal 2.5&quot; for OS drive bays",,,,"Windows 2016 64bit, Linux RHEL 7.3, 7.4, 7.5 x64
SUSE 11 SP4 x64, SUSE 12 SP2 x64,
Ubuntu 16.04 x64, Ubuntu 17.04 x64",(6) 60x25mm fans or (4) 60x38mm + (2) 60x25mm,Dedicated GbE for IPMI 2.0,,"2x USB 3.0 ports; 1x VGA port(s); 1x COM Port;
2x 1GbE ports; 1x 1GbE MGMT","Power On/Off with LED, Reset Switch, NMI Switch,
Locate Switch with LED, 4xLAN LED, Warning LED",,,2x PCIe 3.0/4.0 x16; 1x PCIe 3.0/4.0 x16 OCP 2.0 Mezzanine ,,,,"1+1 800W or 1600W AC/DC 80Plus Platinum
redundant power supplies; Optional -48VDC available",,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 16&quot;x7&quot;x13.5&quot; (LxWxH)
Packaging: 24&quot;x 12&quot;x18&quot;(LxWxH)",Net Weight (with SSD): 38lbs; Gross Weight: 55lbs,,,,Premio-FlacheSAN4N24M-UR,,,,,,,
6552883331137,FlacheSAN2N12C-DM,server,flachestreams-amd-milan,AMD,System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment,,0°C ~ 35°C,-20°C ~ 70°C,"5% ~ 95% relative humidity, non-condensing",,,,,,8473 30 5100,4A994,"CE, FCC Class A, RoHS 6/6 compliant",Physical,"System: 30""x19""x3.5"" (LxWxH) Packaging: 37""x 24""x10""(LxWxH)",Gross: 29KG/64LBS; Net: 25KG/55LBS,,,,,,,,,,,
6552882151489,FlacheSAN2N12C-UM ,server,flachestreams-amd-milan,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6556796977217,FlacheSAN1N10U-UM,server,flachestreams-amd-milan,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6556796780609,FlacheSAN1N36M-UM,server,flachestreams-amd-milan,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6556797009985,FlacheSAN2N24U-UM,server,flachestreams-amd-milan,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6556797173825,FLACHESAN4N24M-UM,server,flachestreams-amd-milan,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
