"Page GID","Page handle","Page title","Metafield namespace","Metafield key","Metafield type","Metafield value"
"gid://shopify/Page/24736170054","downloads","Downloads","global","eDrawer4060J-S3-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/08/Premio_eDrawer4060J-S3-Quick-Guide-v1.10.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","eDrawer4060J-S3","string","https://premio.blob.core.windows.net/premio/uploads/2017/05/eDrawer4060J-S3.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","eDrawer4048J-AVL","string","https://premio.blob.core.windows.net/premio/uploads/2017/08/Premio_DSS212J-S3-DSS316J-S3-DSS424J-S3-eDrawer4048J-S3-eDrawer4060J-S3-eDrawer4072J-S3.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","eDrawer4048J-S3-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/08/Premio_eDrawer4048J-S3-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","eDrawer4048J-S3","string","https://premio.blob.core.windows.net/premio/uploads/2017/06/eDrawer4048J-S3.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","eDrawer4060S-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/eDrawer4060S-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","ScaleStreams_Intel_pb","string","https://premio.blob.core.windows.net/premio/uploads/2017/11/ScaleStreams_Intel_ProductBrief_Premio.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","eDrawer4060S-D5-premio","string","https://premio.blob.core.windows.net/premio/uploads/2017/08/eDrawer4060S-D5-premio.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","eDrawer4048S-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/eDrawer4048S-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","eDrawer4048S-D5-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/eDrawer4048S-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","ScaleStreams-eDrawer-4048S-D5","string","https://premio.blob.core.windows.net/premio/uploads/2017/08/Premio-ScaleStreams-eDrawer-4048S-D5.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS424-D5-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/OSS424-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","Premio-OmniStreams-OSS424-D5","string","https://premio.blob.core.windows.net/premio/uploads/2017/08/Premio-OmniStreams-OSS424-D5.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS316-D5-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/OSS316-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","Premio-OmniStreams-OSS316-D5","string","https://premio.blob.core.windows.net/premio/uploads/2017/08/Premio-OmniStreams-OSS316-D5.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OmniStreams_Intel_pb","string","https://premio.blob.core.windows.net/premio/uploads/2017/11/OmniStreams_Intel_ProductBrief_Premio.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS224-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/OSS224-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS224-D5-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/OSS224-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OmniStreams-OSS224-D5","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/OmniStreams-OSS224-D5.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS212F-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/OSS212F-D5-AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS212F-D5-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/OSS212F-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS212F-D5-Full-Height","string","https://premio.blob.core.windows.net/premio/uploads/2017/12/OmniStreams-OSS212F-D5-Full-Height.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS212L-316-424-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/OSS212L-D5%20OSS316-D5%20OSS424-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS212L-D5-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/OSS212L-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS212L-D5-Low-Profile","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/OmniStreams-OSS212L-D5-Low-Profile.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS1A4-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/OSS1A4-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS1A4-D5-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/OSS1A4-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OmniStreams-OSS1A4-D5","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/OmniStreams-OSS1A4-D5.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DSS424SF-D5-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/DSS424SF-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DSS424S-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/DSS424S-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DSS424S-D5","string","https://echostreams.blob.core.windows.net/datasheet/DSS424S-D5.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DSS316S-D5-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/12/DSS316S-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DSS212S-D5-DSS316S-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/DSS212S-D5%20DSS316S-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DuraStreams-DSS316S-D5","string","https://premio.blob.core.windows.net/premio/uploads/2017/08/DuraStreams-DSS316S-D5.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DSS224S-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/DSS224S-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DSS224S-D5-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/12/DSS224S-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DuraStreams-DSS224S-D5","string","https://premio.blob.core.windows.net/premio/uploads/2017/08/DuraStreams-DSS224S-D5.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DSS212S-D5-Quick-Guide-v1","string","https://premio.blob.core.windows.net/premio/uploads/2017/12/DSS212S-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DuraStreams-DSS212S-D5","string","https://premio.blob.core.windows.net/premio/uploads/2017/08/DuraStreams-DSS212S-D5.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DuraStreams_Intel_pb","string","https://premio.blob.core.windows.net/premio/uploads/2017/11/DuraStreams_Intel_ProductBrief_Premio.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DSS212S-U5-AVL","string","https://echostreams.blob.core.windows.net/avl/DSS212S-U5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DuraStreams-DSS212S-U5","string","https://premio.blob.core.windows.net/premio/uploads/2017/08/DuraStreams-DSS212S-U5.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","qg-FlacheSAN2N12C-D5","string","https://premio.blob.core.windows.net/premio/uploads/2017/12/FlacheSAN2N12C-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","FlacheSAN2N12C-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/FlacheSAN2N12C-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","qg-FlacheSAN2N24U-D5","string","https://premio.blob.core.windows.net/premio/uploads/2017/12/FlacheSAN2N24U-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","FlacheSAN2N24U-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/FlacheSAN2N24U-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","FlacheSAN2V-U5-AVL","string","https://echostreams.blob.core.windows.net/avl/FlacheSAN2V-U5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","FlacheSAN2V-D5-Quick-Guide","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/FlacheSAN2V-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","FlacheSAN2V-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/FlacheSAN2V-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","FlacheSAN2-D5-Quick-Guide","string","https://premio.blob.core.windows.net/premio/uploads/2017/09/FlacheSAN2-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","FlacheSAN2-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/FlacheSAN2-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","UM-VCO-6000_V1.1","string","https://premio.blob.core.windows.net/premio/uploads/resource/UM-VCO-6000_V1.1.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","UM-Generic_VIO-100-200PC300","string","https://premio.blob.core.windows.net/premio/uploads/resource/UM-Generic_VIO-100-200PC300_V1.2.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","UM-Generic_RCO-6000_V1.4","string","https://premio.blob.core.windows.net/premio/uploads/resource/UM-Generic_RCO-6000_V1.4.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","UM-Generic_RCO-3000_V1.2","string","https://premio.blob.core.windows.net/premio/uploads/resource/UM-Generic_RCO-3000_V1.2.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","UM-Generic_RCO-1000_V1.2","string","https://premio.blob.core.windows.net/premio/uploads/resource/UM-Generic_RCO-1000_V1.2.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","UM-Generic_ACO-6000_V1.3","string","https://premio.blob.core.windows.net/premio/uploads/resource/UM-Generic_ACO-6000_V1.3.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","UM-Generic_ACO-3000_V1.4","string","https://premio.blob.core.windows.net/premio/uploads/resource/UM-Generic_ACO-3000_V1.4.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","UM-BCO-1000_V1.1","string","https://premio.blob.core.windows.net/premio/uploads/resource/UM-BCO-1000_V1.1.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","Premio_DS_VCO-6000-Series","string","https://premio.blob.core.windows.net/premio/uploads/resource/Premio_DS_VCO-6000-Series.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","PI-DK070R50WV01","string","https://premio.blob.core.windows.net/premio/uploads/resource/PI-DK070R50WV01.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","PI-DK070P50WV01","string","https://premio.blob.core.windows.net/premio/uploads/resource/PI-DK070P50WV01.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","PI-DK070_ds_v3-1","string","https://premio.blob.core.windows.net/premio/uploads/resource/PI-DK070_ds_v3-1.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","FlacheStreams_Intel_pb","string","https://premio.blob.core.windows.net/premio/uploads/resource/FlacheStreams_Intel_ProductBrief_Premio.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","FlacheSAN1L-U5-AVL","string","https://echostreams.blob.core.windows.net/avl/FlacheSAN1L-U5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","FlacheSAN1L-D5-Quick-Guide","string","https://premio.blob.core.windows.net/premio/uploads/resource/FlacheSAN1L-D5-Quick-Guide-v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","FlacheSAN1L-D5-AVL","string","https://echostreams.blob.core.windows.net/avl/FlacheSAN1L-D5%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","ds_Premio_RCO-6000_Series","string","https://premio.blob.core.windows.net/premio/uploads/resource/ds_Premio_RCO-6000_Series_170213.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","ds_Premio_RCO-3000_Series","string","https://premio.blob.core.windows.net/premio/uploads/resource/ds_Premio_RCO-3000_Series_130213.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","ds_Premio_RCO-1000_Series","string","https://premio.blob.core.windows.net/premio/uploads/resource/ds_Premio_RCO-1000_Series_170220.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DS_Premio_BCO-1000-Series","string","https://premio.blob.core.windows.net/premio/uploads/resource/DS_Premio_BCO-1000-Series.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","ds_Premio_ACO-6000-Series","string","https://premio.blob.core.windows.net/premio/uploads/resource/ds_Premio_ACO-6000-Series.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","ds_Premio_ACO-3000","string","https://premio.blob.core.windows.net/premio/uploads/resource/ds_Premio_ACO-3000.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","ds_Premio-VIO-200x-Panel-PC","string","https://premio.blob.core.windows.net/premio/uploads/resource/ds_Premio-VIO-200x-Panel-PC.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","X11SPL7_518","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/12/X11SPL7_518.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","SMT_X11AST2500_121","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/12/SMT_X11AST2500_121.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","server_firmware_ast2500","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/10/server_firmware_ast2500.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","S8026_v100","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/10/S8026_v100.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","S8026_BMC","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/10/S8026_BMC.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","MZ31-AR0_F02-Premio","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/10/MZ31-AR0_F02-Premio.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","X11DPLI_7_703","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/X11DPLI_7_703.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","SMT_X11IPMI_102","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/SMT_X11IPMI_102.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","SMT_X11AST2500_122","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/SMT_X11AST2500_122.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","sas3xfw_H48R-8XI2X-fw","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/sas3xfw_H48R-8XI2X_V5_0005_2015_0610-Firmware.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","sas3xfw_h24s3x-fw","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/sas3xfw_h24s3x_v0501_0926-Firmware.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","S7106GM2NR_v101","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/S7106GM2NR_v101.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","S7106GM2NR-L2_v201","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/S7106GM2NR-L2_v201.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","S7106GM2NR-L2-BMC_v100","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/S7106GM2NR-L2-BMC_v100.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","S7106GM2NR-BMC_v100","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/S7106GM2NR-BMC_v100.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","S7100GM2NR_v100","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/S7100GM2NR_v100.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","S7100GM2NR-BMC_v100","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/S7100GM2NR-BMC_v100.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","msas3_H48R-8XI2X_2AKAA-mfg","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/msas3_H48R-8XI2X_2AKAA_V5_0001_2015_0610-MFG-File.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","msas3_h24s3x_1u20nc-mfg","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/msas3_h24s3x_1u20nc_05_v0001-MFG-File.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","BIOSBMC-PREMIO-LOGO","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/BIOSBMC-PREMIO-LOGO.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","1RO1A-msas3_h24s3x_1u20nc-mfg","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/1RO1A-msas3_h24s3x_1u20nc_05_v0001-MFG-File.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","Tyan-S7076-BIOS","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/Tyan-S7076-BIOS.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","sas3xfw_H80-4X_4ABAA-fw","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/sas3xfw_H80-4X_4ABAA_V8_0301_2015_0923-Firmware.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","sas3xfw_H60R-8X2_4CD1C-fw","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/sas3xfw_H60R-8X2_4CD1C_vA_0204_2017_0217-Firmware.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","sas3xfw_H24R-3XFirmware","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/sas3xfw_H24R-3X_vC205_2017_0308-Firmware.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","sas3xfw_H24R-3XFirmware-2","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/sas3xfw_H24R-3X_vC205_2017_0308-Firmware-2.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","sas3xfw_H24R-3XFirmware-1","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/sas3xfw_H24R-3X_vC205_2017_0308-Firmware-1.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","sas3-MFG-File","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/sas3_mfg_vC_0001_2016_1014-MFG-File.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","sas3-MFG-File-2","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/sas3_mfg_vC_0001_2016_1014-MFG-File-2.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","sas3-MFG-File-1","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/sas3_mfg_vC_0001_2016_1014-MFG-File-1.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","S2600WT-BIOS","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/S2600WT-BIOS.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","PI-NF215","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/PI-NF215.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","msas3_H80-4X_4ABAA-MFG-File","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/msas3_H80-4X_4ABAA_V8_0002_2016_0413_fan10200-MFG-File.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","msas3_H60R-8X2_4CD1C-MFG-File","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/msas3_H60R-8X2_4CD1C_vA_0004_2017_0217-MFG-File.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","mfgsas3x36R-MFG-File","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/mfgsas3x36R-1.0.2-170221-MFG-File.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","MFG-v01.24-MFG-File","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/MFG-v01.24-MFG-File.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","JNM-2.0.5-BIOS","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/JNM-2.0.5-BIOS.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","fwsas3x36-Firmware","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/fwsas3x36R-1.0.0-160805-Firmware.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","fwsas3x36-Firmware-3","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/fwsas3x36R-1.0.0-160805-Firmware-3.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","fwsas3x36-Firmware-2","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/fwsas3x36R-1.0.0-160805-Firmware-2.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","fwsas3x36-Firmware-1","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/fwsas3x36R-1.0.0-160805-Firmware-1.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","EP2C612D16SM-BIOS","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/EP2C612D16SM-BIOS.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","EP2C612D16NM-8R-BIOS","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/EP2C612D16NM-8R-BIOS.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","EP2C612D16NM-2T8R-BIOS","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/EP2C612D16NM-2T8R-BIOS.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","EP2C612D16FM-BIOS","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/EP2C612D16FM-BIOS.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","eDrasw4872-Beta2","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/eDrasw4872-Beta2r00.12.02.251-Firmware.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DSS224S-D5-premio","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/DSS224S-D5-premio.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","Asrock-EP2C612D16NM-8R-BIOS","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/Asrock-EP2C612D16NM-8R-BIOS.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","Asrock-EP2C612D16C-4L-BIOS","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/Asrock-EP2C612D16C-4L-BIOS.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","4U96-rel-R0.1.13.16-Firmware","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/4U96-rel-R0.1.13.16-Firmware.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","1RO2-msas3_H24-3X_1RO2A_20s","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/1RO2-msas3_H24-3X_1RO2A_20s_V5_0003_2017_0505-MFG-File.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","1RO1A-sas3xfw_h24s3x","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/1RO1A-sas3xfw_h24s3x_v0501_0926-Firmware.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","01.01.0009-BIOS","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/01.01.0009-BIOS.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","H72R-6X_4WL1A-Beta7","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/H72R-6X_4WL1A-Beta7-r00.12.02.255-Firmware.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","eDrasw48&72-Beta2","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/08/eDrasw4872-Beta2r00.12.02.251-Firmware.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","Firmware Gigabyte MZ31-AR0","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/10/server_firmware_ast2500.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","BIOS Gigabyte MZ31-AR0","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/10/MZ31-AR0_F02-Premio.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","Intel S2600WF0","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/BIOSBMC-PREMIO-LOGO.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","Tyan S7100GM2NR","string","Tyan S7100GM2NR, S7100GM2NR_v100, S7100GM2NR-BMC_v100"
"gid://shopify/Page/24736170054","downloads","Downloads","global","X11SPW7_606","string","https://premio.blob.core.windows.net/premio/uploads/delightful-downloads/2017/09/X11SPW7_606.zip"
"gid://shopify/Page/24736170054","downloads","Downloads","global","Tyan S7106GM2NR-L2","string","Tyan S7106GM2NR-L2, S7106GM2NR-L2_v201, S7106GM2NR-L2-BMC_v100"
"gid://shopify/Page/24736170054","downloads","Downloads","global","DSS212S-D5-QG","string","https://echostreams.blob.core.windows.net/install-guide/DSS212S-D5%20Quick%20Guide%20v1.00.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS224-UN-AVL","string","https://echostreams.blob.core.windows.net/avl/OSS224-UN%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS1A4-UN-AVL","string","https://echostreams.blob.core.windows.net/avl/OSS1A4-UN%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS212L-316-424-UN-AVL","string","https://echostreams.blob.core.windows.net/avl/OSS212L-UN%20OSS316-UN%20OSS424-UN%20AVL.pdf"
"gid://shopify/Page/24736170054","downloads","Downloads","global","OSS212F-UN-AVL","string","https://echostreams.blob.core.windows.net/avl/OSS212F-UN-AVL.pdf"
